experiment_id,task_id,model_name,response,ref_solution,design_rtl,output_tb,user_prompt,cot_response,signals_for_validity
codev14b_machine,FVEval-NL2SVA-Machine-49,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_E || sig_F) |-> (sig_J == 4'b1111)
);
```","assert property(@(posedge clk)
	(sig_E || sig_F) |-> always((&sig_J === 1'b1))
);","module testbench (
    input clk,
    input sig_E,
    input sig_F,
    input [3:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_E,
    input sig_F,
    input [3:0] sig_J
);
endmodule","If either sig_E or sig_F is high, sig_J must always contain all '1' bits",,"sig_E,sig_F,sig_J"
codev14b_machine,FVEval-NL2SVA-Machine-51,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_H && sig_B)
);
```","assert property(@(posedge clk)
	always(sig_H && sig_B)
);","module testbench (
    input clk,
    input sig_B,
    input sig_H
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input sig_H
);
endmodule",sig_H and sig_B must always be high,,"sig_B,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-52,codev14b,"```systemverilog
assert property (@(posedge clk)
    ((sig_B || sig_F) && (|sig_I))
);
```","assert property(@(posedge clk)
	((sig_B || sig_F) && |sig_I)
);","module testbench (
    input clk,
    input sig_B,
    input sig_F,
    input [3:0] sig_I
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input sig_F,
    input [3:0] sig_I
);
endmodule",sig_B or sig_F is high and sig_I contains at least one '1' bit,,"sig_B,sig_F,sig_I"
codev14b_machine,FVEval-NL2SVA-Machine-53,codev14b,"```systemverilog
assert property (
    @(posedge clk)
    (sig_C && sig_I) |=> (sig_E != sig_I)
);
```","assert property(@(posedge clk)
	(sig_C && sig_I) |-> ##1 (sig_E ^ sig_I)
);","module testbench (
    input clk,
    input sig_C,
    input [7:0] sig_E,
    input [7:0] sig_I
);
endmodule","module testbench (
    input clk,
    input sig_C,
    input [7:0] sig_E,
    input [7:0] sig_I
);
endmodule","If sig_C and sig_I are both high, then one cycle later, sig_E and sig_I will have different values",,"sig_C,sig_E,sig_I"
codev14b_machine,FVEval-NL2SVA-Machine-55,codev14b,"```systemverilog
assert property (@(posedge clk)
    ( (sig_D != 6'b0) && (sig_E < sig_H) ) |-> 
    ( (sig_B ^ sig_A) && (sig_D != sig_J) )
);
```","assert property (@(posedge clk)
    (sig_D && (sig_E < sig_H)) |-> ((sig_B ^ sig_A) && (sig_D != sig_J))
);","module testbench (
    input clk,
    input sig_A,
    input sig_B,
    input [5:0] sig_D,
    input [5:0] sig_E,
    input [5:0] sig_H,
    input [5:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_B,
    input [5:0] sig_D,
    input [5:0] sig_E,
    input [5:0] sig_H,
    input [5:0] sig_J
);
endmodule","Whenever sig_D is true and sig_E is less than sig_H, the exclusive OR of sig_B and sig_A must be true and sig_D must not be equal to sig_J",,"sig_A,sig_B,sig_D,sig_E,sig_H,sig_J"
codev14b_machine,FVEval-NL2SVA-Machine-56,codev14b,"```systemverilog
assert property (@(posedge clk)
    ((sig_D == sig_G) || (|sig_D)) |-> (sig_F |-> |sig_C)
);
```","assert property(@(posedge clk)
	((sig_D === sig_G) || sig_D) |-> (sig_F !== 1'b1) until (|sig_C)
);","module testbench (
    input clk,
    input sig_F,
    input [7:0] sig_C,
    input [7:0] sig_D,
    input [7:0] sig_G
);
endmodule","module testbench (
    input clk,
    input sig_F,
    input [7:0] sig_C,
    input [7:0] sig_D,
    input [7:0] sig_G
);
endmodule","If sig_D is equal to sig_G, or sig_D is true, then sig_F should not be high until at least one bit of sig_C is high",,"sig_F,sig_C,sig_D,sig_G"
codev14b_machine,FVEval-NL2SVA-Machine-57,codev14b,"```systemverilog
assert property (@(posedge clk)
    sig_F == (sig_I ^ sig_B)
);
```","assert property(@(posedge clk)
	(sig_F === (sig_I ^ sig_B))
);","module testbench (
    input clk,
    input [5:0] sig_B,
    input [5:0] sig_F,
    input [5:0] sig_I
);
endmodule","module testbench (
    input clk,
    input [5:0] sig_B,
    input [5:0] sig_F,
    input [5:0] sig_I
);
endmodule",sig_F must always equal the bitwise XOR of sig_I and sig_B,,"sig_B,sig_F,sig_I"
codev14b_machine,FVEval-NL2SVA-Machine-58,codev14b,"```systemverilog
assert property (@(posedge clk)
    (&sig_H) == sig_F
);
```","assert property(@(posedge clk)
	(&sig_H === sig_F)
);","module testbench (
    input clk,
    input [7:0] sig_F,
    input [7:0] sig_H
);
endmodule","module testbench (
    input clk,
    input [7:0] sig_F,
    input [7:0] sig_H
);
endmodule",The AND reduction of sig_H is equal to sig_F,,"sig_F,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-59,codev14b,"```systemverilog
assert property (@(posedge clk)
    sig_J || sig_B || sig_I || sig_E
);
```","assert property(@(posedge clk)
	((sig_J || (sig_B || sig_I)) || sig_E)
);","module testbench (
    input clk,
    input sig_B,
    input sig_E,
    input sig_I,
    input sig_J
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input sig_E,
    input sig_I,
    input sig_J
);
endmodule","sig_J, sig_B, sig_I, or sig_E is high",,"sig_B,sig_E,sig_I,sig_J"
codev14b_machine,FVEval-NL2SVA-Machine-60,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_G != ~sig_J) |-> sig_D
);
```","assert property (@(posedge clk)
    (sig_G != ~sig_J) |-> sig_D
);","module testbench (
    input clk,
    input sig_D,
    input [3:0] sig_G,
    input [3:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_D,
    input [3:0] sig_G,
    input [3:0] sig_J
);
endmodule","If sig_G is not equal to the negation of sig_J, then sig_D must be true",,"sig_D,sig_G,sig_J"
codev14b_machine,FVEval-NL2SVA-Machine-61,codev14b,"```systemverilog
assert property (@(posedge clk)
    ( (sig_D || (^sig_H)) && sig_F )
);
```","assert property(@(posedge clk)
	((sig_D || ^sig_H) && sig_F)
);","module testbench (
    input clk,
    input sig_D,
    input sig_F,
    input [3:0] sig_H
);
endmodule","module testbench (
    input clk,
    input sig_D,
    input sig_F,
    input [3:0] sig_H
);
endmodule","Either sig_D is high or sig_H has an odd number of bits set to '1', and sig_F is also high",,"sig_D,sig_F,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-62,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_G ^ (sig_C | sig_I)) == {5{(sig_D == sig_F)}}
);
```","assert property(@(posedge clk)
	(((sig_C | sig_I) ^ sig_G) === (sig_D === sig_F))
);","module testbench (
    input clk,
    input [4:0] sig_C,
    input [4:0] sig_D,
    input [4:0] sig_F,
    input [4:0] sig_G,
    input [4:0] sig_I
);
endmodule","module testbench (
    input clk,
    input [4:0] sig_C,
    input [4:0] sig_D,
    input [4:0] sig_F,
    input [4:0] sig_G,
    input [4:0] sig_I
);
endmodule",The bitwise-XOR of (sig_G and the bitwise-OR of sig_C and sig_I) must be equal to whether sig_D is equal to sig_F,,"sig_C,sig_D,sig_F,sig_G,sig_I"
codev14b_machine,FVEval-NL2SVA-Machine-63,codev14b,"```systemverilog
assert property (@(posedge clk)
    sig_F || (sig_G != 1'b1)
);
```","assert property(@(posedge clk)
	(sig_F || (sig_G !== 1'b1))
);","module testbench (
    input clk,
    input sig_F,
    input [5:0] sig_G
);
endmodule","module testbench (
    input clk,
    input sig_F,
    input [5:0] sig_G
);
endmodule","sig_F must be true, or sig_G must not be equal to 1'b1",,"sig_F,sig_G"
codev14b_machine,FVEval-NL2SVA-Machine-64,codev14b,"```systemverilog
assert property (@(posedge clk)
    ( (sig_I != 4'b0001) && (sig_A == 4'b0001) ) || ( (sig_I == 4'b0001) && (sig_A == 4'b0000) )
);
```","assert property (@(posedge clk)
    ( (sig_I != 1'b1) && (sig_A == 1'b1) ) || ( (sig_I == 1'b1) && (sig_A == 1'b0) )
);","module testbench (
    input clk,
    input [3:0] sig_A,
    input [3:0] sig_I
);
endmodule","module testbench (
    input clk,
    input [3:0] sig_A,
    input [3:0] sig_I
);
endmodule","sig_I is not 1 and sig_A is 1, or sig_I is 1 and sig_A is 0",,"sig_A,sig_I"
codev14b_machine,FVEval-NL2SVA-Machine-65,codev14b,"```systemverilog
assert property (@(posedge clk)
    sig_J == sig_C
);
```","assert property(@(posedge clk)
	(sig_J === sig_C)
);","module testbench (
    input clk,
    input [4:0] sig_C,
    input [4:0] sig_J
);
endmodule","module testbench (
    input clk,
    input [4:0] sig_C,
    input [4:0] sig_J
);
endmodule",sig_J must be equal sig_C,,"sig_C,sig_J"
codev14b_machine,FVEval-NL2SVA-Machine-66,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_E != 1'b1) |-> ##2 (sig_I || sig_G)
);
```","assert property(@(posedge clk)
	(sig_E !== 1'b1) |-> ##2 (sig_I || sig_G)
);","module testbench (
    input clk,
    input sig_G,
    input sig_I,
    input [3:0] sig_E
);
endmodule","module testbench (
    input clk,
    input sig_G,
    input sig_I,
    input [3:0] sig_E
);
endmodule","If sig_E is not equal to 1'b1, then two cycles later, either sig_I or sig_G must be true",,"sig_G,sig_I,sig_E"
codev14b_machine,FVEval-NL2SVA-Machine-67,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_I || (sig_D && sig_I))
);
```","assert property(@(posedge clk)
	(sig_I || (sig_D && sig_I))
);","module testbench (
    input clk,
    input sig_D,
    input sig_I
);
endmodule","module testbench (
    input clk,
    input sig_D,
    input sig_I
);
endmodule",Either sig_I is true or both sig_D and sig_I are true,,"sig_D,sig_I"
codev14b_machine,FVEval-NL2SVA-Machine-68,codev14b,"```systemverilog
assert property (@(posedge clk)
    ( (sig_B > sig_H) != (^ (sig_F ^ sig_J)) ) |-> ##5 ( (sig_B > 0) || (|sig_D) || sig_C )
);
```","assert property(@(posedge clk)
	((sig_B > sig_H) !== (sig_F ^ sig_J)) |-> ##5 ((sig_B > 0) || (|sig_D) || sig_C)
);","module testbench (
    input clk,
    input sig_C,
    input [5:0] sig_B,
    input [5:0] sig_D,
    input [5:0] sig_F,
    input [5:0] sig_H,
    input [5:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_C,
    input [5:0] sig_B,
    input [5:0] sig_D,
    input [5:0] sig_F,
    input [5:0] sig_H,
    input [5:0] sig_J
);
endmodule","If the comparison of sig_B being greater than sig_H is different from the XOR of sig_F and sig_J, then after 5 cycles, either sig_B is greater than zero or sig_D must contain at least one '1' bit or sig_C must be true",,"sig_C,sig_B,sig_D,sig_F,sig_H,sig_J"
codev14b_machine,FVEval-NL2SVA-Machine-69,codev14b,"```systemverilog
assert property (@(posedge clk)
    (( (sig_J & sig_B) ^ (sig_F ^ sig_B) ) |=> (sig_H != sig_D))
);
```","assert property(@(posedge clk)
	((sig_J & sig_B) ^ (sig_F ^ sig_B)) |=> (sig_H != sig_D)
);","module testbench (
    input clk,
    input sig_B,
    input sig_F,
    input sig_J,
    input [6:0] sig_D,
    input [6:0] sig_H
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input sig_F,
    input sig_J,
    input [6:0] sig_D,
    input [6:0] sig_H
);
endmodule","If (the bitwise AND of sig_J and sig_B) XORed with (the XOR of sig_F and sig_B), then sig_H is different from sig_D in the next cycle",,"sig_B,sig_F,sig_J,sig_D,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-70,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_H == $past(sig_H)) |-> (sig_D == 6'b111111)
);
```","assert property(@(posedge clk)
	$stable(sig_H) |-> &sig_D
);","module testbench (
    input clk,
    input [5:0] sig_D,
    input [5:0] sig_H
);
endmodule","module testbench (
    input clk,
    input [5:0] sig_D,
    input [5:0] sig_H
);
endmodule","If sig_H remains unchanged, then all bits of sig_D must be high",,"sig_D,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-71,codev14b,"```systemverilog
assert property (
    @(posedge clk)
    (sig_G || sig_A) |-> ##2 (!sig_E && sig_D)
);
```","assert property(@(posedge clk)
	(sig_G || sig_A) |-> ##2 (!sig_E && sig_D)
);","module testbench (
    input clk,
    input sig_A,
    input sig_D,
    input sig_E,
    input sig_G
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_D,
    input sig_E,
    input sig_G
);
endmodule","If either sig_G or sig_A is true, then after exactly two clock cycles, sig_E will be false and sig_D will be true",,"sig_A,sig_D,sig_E,sig_G"
codev14b_machine,FVEval-NL2SVA-Machine-72,codev14b,"```systemverilog
assert property (@(posedge clk)
    sig_G |=> sig_H
);
```","assert property(@(posedge clk)
	sig_G |=> sig_H
);","module testbench (
    input clk,
    input sig_G,
    input sig_H
);
endmodule","module testbench (
    input clk,
    input sig_G,
    input sig_H
);
endmodule","Whenever sig_G is true, sig_H must be true on the next cycle",,"sig_G,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-73,codev14b,"```systemverilog
assert property (@(posedge clk)
    (|sig_I) == (|sig_G)
);
```","assert property(@(posedge clk)
	(|sig_I === |sig_G)
);","module testbench (
    input clk,
    input [5:0] sig_G,
    input [5:0] sig_I
);
endmodule","module testbench (
    input clk,
    input [5:0] sig_G,
    input [5:0] sig_I
);
endmodule",The bitwise OR reduction of sig_I must be equal to the bitwise OR reduction of sig_G,,"sig_G,sig_I"
codev14b_machine,FVEval-NL2SVA-Machine-74,codev14b,"```systemverilog
assert property (@(posedge clk)
    sig_D |-> s_eventually(sig_F)
);
```","assert property(@(posedge clk)
	sig_D |-> s_eventually(sig_F)
);","module testbench (
    input clk,
    input sig_D,
    input sig_F
);
endmodule","module testbench (
    input clk,
    input sig_D,
    input sig_F
);
endmodule","If sig_D is high, then sig_F must eventually become true",,"sig_D,sig_F"
codev14b_machine,FVEval-NL2SVA-Machine-75,codev14b,"```systemverilog
assert property (@(posedge clk)
    sig_I <= (sig_D ^ (sig_G | sig_H))
);
```","assert property (@(posedge clk)
    sig_I <= (sig_D ^ (sig_G | sig_H))
);","module testbench (
    input clk,
    input [5:0] sig_D,
    input [5:0] sig_G,
    input [5:0] sig_H,
    input [5:0] sig_I
);
endmodule","module testbench (
    input clk,
    input [5:0] sig_D,
    input [5:0] sig_G,
    input [5:0] sig_H,
    input [5:0] sig_I
);
endmodule",sig_I must be less than or equal to the result of a bitwise XOR operation between sig_D and the bitwise OR of sig_G and sig_H,,"sig_D,sig_G,sig_H,sig_I"
codev14b_machine,FVEval-NL2SVA-Machine-76,codev14b,"```systemverilog
assert property (@(posedge clk)
    ((!sig_F) && (sig_J <= sig_H)) || 
    (sig_F && (sig_J > sig_H))
);
```","assert property (@(posedge clk)
    ( (sig_F != 1'b1) && (sig_J <= sig_H) ) || ( (sig_F == 1'b1) && (sig_J > sig_H) )
);","module testbench (
    input clk,
    input sig_F,
    input [3:0] sig_H,
    input [3:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_F,
    input [3:0] sig_H,
    input [3:0] sig_J
);
endmodule","sig_F is not 1 and sig_J is less than or equal to sig_H, or sig_F is 1 and sig_J is greater than sig_H",,"sig_F,sig_H,sig_J"
codev14b_machine,FVEval-NL2SVA-Machine-77,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_B && sig_C) |-> ##[1:4] sig_H
);
```","assert property(@(posedge clk)
	(sig_B && sig_C) |-> ##[1:4] sig_H
);","module testbench (
    input clk,
    input sig_B,
    input sig_C,
    input sig_H
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input sig_C,
    input sig_H
);
endmodule","If sig_B and sig_C are both high, then sig_H must be high within 1 to 4 clock cycles",,"sig_B,sig_C,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-78,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_C && (sig_B || sig_I)) |-> ##5 (sig_G || sig_J)
);
```","assert property(@(posedge clk)
	(sig_C && (sig_B || sig_I)) |-> ##5 (sig_G || sig_J)
);","module testbench (
    input clk,
    input sig_B,
    input sig_C,
    input sig_G,
    input sig_I,
    input sig_J
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input sig_C,
    input sig_G,
    input sig_I,
    input sig_J
);
endmodule","If sig_C is high and either sig_B or sig_I is high, then after 5 clock cycles, either sig_G or sig_J will be high",,"sig_B,sig_C,sig_G,sig_I,sig_J"
codev14b_machine,FVEval-NL2SVA-Machine-79,codev14b,"```systemverilog
assert property (@(posedge clk)
    ( (sig_D && (sig_E != 8'd1)) |-> s_eventually (sig_H || sig_G) )
);
```","assert property (@(posedge clk)
    ( (sig_D && sig_E != 1'b1) |-> ##[0:$] (sig_H || sig_G) )
);","module testbench (
    input clk,
    input sig_D,
    input sig_G,
    input sig_H,
    input [7:0] sig_E
);
endmodule","module testbench (
    input clk,
    input sig_D,
    input sig_G,
    input sig_H,
    input [7:0] sig_E
);
endmodule","If sig_D is high and sig_E is not equal to 1, then either sig_H or sig_G must eventually be high",,"sig_D,sig_G,sig_H,sig_E"
codev14b_machine,FVEval-NL2SVA-Machine-80,codev14b,"```systemverilog
assert property (@(posedge clk)
    ((sig_E == sig_F) || (sig_H > sig_B)) |-> (sig_A && sig_E && sig_D)
);
```","assert property (@(posedge clk)
    ( (sig_E == sig_F) || (sig_H > sig_B) ) |-> (sig_A && sig_E && sig_D)
);","module testbench (
    input clk,
    input sig_A,
    input sig_D,
    input [4:0] sig_B,
    input [4:0] sig_E,
    input [4:0] sig_F,
    input [4:0] sig_H
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_D,
    input [4:0] sig_B,
    input [4:0] sig_E,
    input [4:0] sig_F,
    input [4:0] sig_H
);
endmodule","When sig_E equals sig_F or sig_H is greater than sig_B, both sig_A and sig_E are high along with sig_D being high",,"sig_A,sig_D,sig_B,sig_E,sig_F,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-81,codev14b,"```systemverilog
assert property (
    @(posedge clk)
    sig_E |=> sig_A
);
```","assert property(@(posedge clk)
	sig_E |-> ##1 sig_A
);","module testbench (
    input clk,
    input sig_A,
    input sig_E
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_E
);
endmodule","If sig_E is true, then one cycle later sig_A must be true",,"sig_A,sig_E"
codev14b_machine,FVEval-NL2SVA-Machine-82,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_C | sig_E) != (sig_A | sig_D)
);
```","assert property(@(posedge clk)
	(sig_C | sig_E) !== (sig_D | sig_A)
);","module testbench (
    input clk,
    input [6:0] sig_A,
    input [6:0] sig_C,
    input [6:0] sig_D,
    input [6:0] sig_E
);
endmodule","module testbench (
    input clk,
    input [6:0] sig_A,
    input [6:0] sig_C,
    input [6:0] sig_D,
    input [6:0] sig_E
);
endmodule",(Bitwise OR of sig_C and sig_E) must not be equivalent to (bitwise OR of sig_A and sig_D),,"sig_A,sig_C,sig_D,sig_E"
codev14b_machine,FVEval-NL2SVA-Machine-83,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_D > sig_C) || !sig_E || sig_F || sig_I
);
```","assert property(@(posedge clk)
	((sig_D > sig_C) || ((~sig_E || sig_F) || sig_I))
);","module testbench (
    input clk,
    input sig_E,
    input sig_F,
    input sig_I,
    input [6:0] sig_C,
    input [6:0] sig_D
);
endmodule","module testbench (
    input clk,
    input sig_E,
    input sig_F,
    input sig_I,
    input [6:0] sig_C,
    input [6:0] sig_D
);
endmodule","sig_D is greater than sig_C or sig_E is low or sig_F is high, or sig_I is high",,"sig_E,sig_F,sig_I,sig_C,sig_D"
codev14b_machine,FVEval-NL2SVA-Machine-84,codev14b,"```systemverilog
assert property (@(posedge clk)
    sig_G |=> sig_D
);
```","assert property(@(posedge clk)
	sig_G |-> ##1 sig_D
);","module testbench (
    input clk,
    input sig_D,
    input sig_G
);
endmodule","module testbench (
    input clk,
    input sig_D,
    input sig_G
);
endmodule","If sig_G is high, then sig_D must be high on the next cycle",,"sig_D,sig_G"
codev14b_machine,FVEval-NL2SVA-Machine-85,codev14b,"```systemverilog
assert property (@(posedge clk)
    sig_H |-> (sig_D || sig_G)
);
```","assert property(@(posedge clk)
	sig_H |-> (sig_D || sig_G)
);","module testbench (
    input clk,
    input sig_D,
    input sig_G,
    input sig_H
);
endmodule","module testbench (
    input clk,
    input sig_D,
    input sig_G,
    input sig_H
);
endmodule","If sig_H is high, then either sig_D or sig_G must be true",,"sig_D,sig_G,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-86,codev14b,"```systemverilog
assert property (@(posedge clk)
    ( (sig_A || (sig_H ~| sig_G) ) != sig_I
);
```","assert property(@(posedge clk)
	( sig_A || (~(sig_H | sig_G)) ) !== sig_I
);","module testbench (
    input clk,
    input sig_A,
    input sig_I,
    input [4:0] sig_G,
    input [4:0] sig_H
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_I,
    input [4:0] sig_G,
    input [4:0] sig_H
);
endmodule",(Either sig_A is true or sig_H bitwise NOR'd with sig_G) must not be exactly equal to sig_I,,"sig_A,sig_I,sig_G,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-87,codev14b,"```systemverilog
assert property (
    @(posedge clk)
    (sig_C == sig_H) |=> !sig_E
);
```","assert property(@(posedge clk)
	(sig_C === sig_H) |=> (sig_E !== 1'b1)
);","module testbench (
    input clk,
    input sig_E,
    input [5:0] sig_C,
    input [5:0] sig_H
);
endmodule","module testbench (
    input clk,
    input sig_E,
    input [5:0] sig_C,
    input [5:0] sig_H
);
endmodule","If sig_C is equal to sig_H, then sig_E must not be high at the next clock cycle",,"sig_E,sig_C,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-88,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_A <-> (sig_F != sig_D))
);
```","assert property(@(posedge clk)
	((sig_F !== sig_D) === sig_A)
);","module testbench (
    input clk,
    input sig_A,
    input [3:0] sig_D,
    input [3:0] sig_F
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input [3:0] sig_D,
    input [3:0] sig_F
);
endmodule",sig_A must be true if and only if sig_F is not equal to sig_D,,"sig_A,sig_D,sig_F"
codev14b_machine,FVEval-NL2SVA-Machine-89,codev14b,"```systemverilog
assert property (@(posedge clk)
    sig_C == sig_A
);
```","assert property(@(posedge clk)
	(sig_C === sig_A)
);","module testbench (
    input clk,
    input [4:0] sig_A,
    input [4:0] sig_C
);
endmodule","module testbench (
    input clk,
    input [4:0] sig_A,
    input [4:0] sig_C
);
endmodule",sig_C must be equal to sig_A,,"sig_A,sig_C"
codev14b_machine,FVEval-NL2SVA-Machine-90,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_A && (sig_F || sig_E || sig_H))
);
```","assert property(@(posedge clk)
	(((sig_F || sig_E) || sig_H) && sig_A)
);","module testbench (
    input clk,
    input sig_A,
    input sig_E,
    input sig_F,
    input sig_H
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_E,
    input sig_F,
    input sig_H
);
endmodule","Either sig_F, sig_E, or sig_H is true, and sig_A is true",,"sig_A,sig_E,sig_F,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-91,codev14b,"```systemverilog
assert property (@(posedge clk)
    ((sig_F == 1'b1) && (sig_E != sig_F)) |=> (sig_A == 1'b1)
);
```","assert property(@(posedge clk)
	(sig_F && (sig_E ^ sig_F)) |=> sig_A
);","module testbench (
    input clk,
    input sig_A,
    input sig_E,
    input sig_F
);
endmodule","module testbench (
    input clk,
    input sig_A,
    input sig_E,
    input sig_F
);
endmodule","If sig_F is high and sig_E differs from sig_F, then sig_A must be true in the next cycle",,"sig_A,sig_E,sig_F"
codev14b_machine,FVEval-NL2SVA-Machine-92,codev14b,"```systemverilog
assert property (@(posedge clk)
    (sig_B != sig_H) |-> 
        ##3 (sig_F == 0) [*5]
);
```","assert property(@(posedge clk)
	(sig_B !== sig_H) |-> ##[3:7] ~|sig_F
);","module testbench (
    input clk,
    input [6:0] sig_B,
    input [6:0] sig_F,
    input [6:0] sig_H
);
endmodule","module testbench (
    input clk,
    input [6:0] sig_B,
    input [6:0] sig_F,
    input [6:0] sig_H
);
endmodule","If sig_B are not equal to sig_H, then within 3 to 7 clock cycles, none of the bits in sig_F will be '1'",,"sig_B,sig_F,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-93,codev14b,"```systemverilog
assert property (@(posedge clk) not (sig_J < (sig_I & sig_G)));
```","assert property(@(posedge clk)
	((sig_J < (sig_I & sig_G)) !== 1'b1)
);","module testbench (
    input clk,
    input [5:0] sig_G,
    input [5:0] sig_I,
    input [5:0] sig_J
);
endmodule","module testbench (
    input clk,
    input [5:0] sig_G,
    input [5:0] sig_I,
    input [5:0] sig_J
);
endmodule",The condition where sig_J is less than the bitwise AND of sig_I and sig_G must not be true,,"sig_G,sig_I,sig_J"
codev14b_machine,FVEval-NL2SVA-Machine-94,codev14b,"```systemverilog
assert property (@(posedge clk)
    ((sig_H < sig_A) != sig_G) |-> ((sig_C ^ (&sig_D)) ^ (sig_B | sig_J))
);
```","assert property(@(posedge clk)
	((sig_H < sig_A) !== sig_G) |-> always(((sig_C ^ &sig_D) ^ (sig_B || sig_J)))
);","module testbench (
    input clk,
    input sig_G,
    input [3:0] sig_A,
    input [3:0] sig_B,
    input [3:0] sig_C,
    input [3:0] sig_D,
    input [3:0] sig_H,
    input [3:0] sig_J
);
endmodule","module testbench (
    input clk,
    input sig_G,
    input [3:0] sig_A,
    input [3:0] sig_B,
    input [3:0] sig_C,
    input [3:0] sig_D,
    input [3:0] sig_H,
    input [3:0] sig_J
);
endmodule","If the value of (sig_H being less than sig_A) is not equal to sig_G, then ((sig_C XOR the AND reduction of sig_D) XOR (sig_B OR sig_J)) must always be true",,"sig_G,sig_A,sig_B,sig_C,sig_D,sig_H,sig_J"
codev14b_machine,FVEval-NL2SVA-Machine-95,codev14b,"```systemverilog
assert property (@(posedge clk)
    ( (sig_I != 5'd1) != (~^sig_F) )
);
```","assert property(@(posedge clk)
	((sig_I !== 1'b1) !== ~^sig_F)
);","module testbench (
    input clk,
    input [4:0] sig_F,
    input [4:0] sig_I
);
endmodule","module testbench (
    input clk,
    input [4:0] sig_F,
    input [4:0] sig_I
);
endmodule",sig_I not being equal to 1 must be different from the bitwise XNOR of all bits in sig_F,,"sig_F,sig_I"
codev14b_machine,FVEval-NL2SVA-Machine-96,codev14b,"```systemverilog
assert property (@(posedge clk)
    sig_C |-> ##2 sig_H
);
```","assert property(@(posedge clk)
	sig_C |-> ##2 sig_H
);","module testbench (
    input clk,
    input sig_C,
    input sig_H
);
endmodule","module testbench (
    input clk,
    input sig_C,
    input sig_H
);
endmodule","If sig_C is true, then after two clock cycles, sig_H must be true",,"sig_C,sig_H"
codev14b_machine,FVEval-NL2SVA-Machine-97,codev14b,"```systemverilog
assert property (
    @(posedge clk)
    (sig_F != sig_C) |=> !sig_B
);
```","assert property(@(posedge clk)
	(sig_F !== sig_C) |-> ##1 !sig_B
);","module testbench (
    input clk,
    input sig_B,
    input [5:0] sig_C,
    input [5:0] sig_F
);
endmodule","module testbench (
    input clk,
    input sig_B,
    input [5:0] sig_C,
    input [5:0] sig_F
);
endmodule","When sig_F is different from sig_C, sig_B will be low on the following clock cycle",,"sig_B,sig_C,sig_F"
